sample_record_identifier,source,date_searched,search_engine,search_terms,type_of_record,language,where_in_text?,doi,specimen record,paper title,life_stage,further_description,uku_present1_absent0,region,island,site,station,habitat_type,latitude_start_dd,longitude_start_dd,latitude_end_dd ,longitude_end_dd ,dms_or_dd,collection_date,collection_month,collection_day,collection_year,cruise_dates,ship_name,cruise_number,sampling_method,sampling_method_mesh_size_um,sampling_method_net_area_m2,sampling_method_net_diamteter_m,sampling_method_net_length_m,sampling method_tow_speed_no_unit,sampling method_tow_speed_unit,sampling_method_tow_time_minutes,sampling_distance_km_per_net_from_distance,sampling_distance_km_per_net_from_time,sampling_method_notes,sampling_method_tow_type,day_night,collection_depth_m_min,collection_depth_m_max,max_cast_depth(m),number_of_individuals,tow_id,number_of_uku_per_Vm^3,V_in_m^3,whole_part_or_DNA?,specimen_location,collected_by_person,identified_by_person,identified_by_insitiution,spawn_peak,avg_fork_length_mm_from_lot,length_mm,length_type,indiv_fork_length_mm,avg_standard_length_from_lot,indiv_standard_length_mm,indiv_total_length_mm,estimated_age_days,growth_model_used,visual_of_larvae,link_to_paper,community_composition,distance_to_shore_nm,prey_items_present_Y_N,which_prey_items,link_to_cruise_ctd_metadata,ctd_latitude,ctd_longitude,ctd_coord_type,ctd_date,notes,temp_at_colllection_depth,sal_at_depth,min_possible_temp,max_possible_temp,do,bottom depth_m,bottom_depth_method,number_of_nonuku_individuals_from tow,LAT_DD_JL,LON_DD_JL,Depth_m_v21_50m,Depth_m_v21_1km,Dist2Shore_m,Near_Island,X_shore,Y_shore,DistTo30m_m,X_30m,Y_30m
TC8504_037_0,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L15N1,37,"leeward, pelagic",21.345000000,-158.42700000000,NA,NA,dd,9/12/1985,9,12,1985,6-15 September 1985,R/V Thomson Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,0,1,200,1,TC8504_37,1,509.7,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,hard copy folder in L drive,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,26.8,40.4384,27.79,26.81,,,,98,21.345,-158.427,-1973.66,-1935.04,25366.43,Oahu,-158.231,21.48201,24586.47,-158.225,21.46202
TC8504_037_8,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L15N1,37,"leeward, pelagic",21.345000000,-158.42700000000,NA,NA,dd,9/12/1985,9,12,1985,6-15 September 1985,R/V Thomson Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,20,40,200,6,TC8504_37,6,612.5,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,hard copy folder in L drive,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,,,,,,,,661,21.345,-158.427,-1973.66,-1935.04,25366.43,Oahu,-158.231,21.48201,24586.47,-158.225,21.46202
TC8504_044_8,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L1N2,44,"leeward, pelagic",21.371670000,-158.16200000000,NA,NA,dd,9/14/1985,9,14,1985,6-15 September 1985,R/V Thomson Cromwell,TC8504,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,0,10,80,2,TC8504_44,2,612.8,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,hard copy folder in L drive,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,26.78429,35.244,26.66,26.99,,,,231,21.37167,-158.162,-202.722,-221.842,1798.405,Oahu,-158.147,21.37932,871.5097,-158.155,21.37607
TC8604_002_0,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L5N1,2,"leeward, pelagic",21.336670000,-158.22700000000,NA,NA,dd,6/24/1986,6,24,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,0,1,200,6,TC8604_2,6,764,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,NA,NA,,,,,,102,21.33667,-158.227,-1223.76,-1242.65,8832.698,Oahu,-158.176,21.40042,7308.32,-158.189,21.39204
TC8604_002_9,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L5N1,2,"leeward, pelagic",21.336670000,-158.22700000000,NA,NA,dd,6/24/1986,6,24,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,0,20,200,4,TC8604_2,4,536.9,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.42785,34.97422,25.42785,25.42785,,,,999,21.33667,-158.227,-1223.76,-1242.65,8832.698,Oahu,-158.176,21.40042,7308.32,-158.189,21.39204
TC8604_004_9,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L5D1,4,"leeward, pelagic",21.326670000,-158.22800000000,NA,NA,dd,6/25/1986,6,25,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,0,20,200,2,TC8604_4,2,501.4,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.80437,34.81486,25.80437,25.80437,,,,601,21.32667,-158.228,-1248.24,-1255.27,9780.796,Oahu,-158.173,21.39857,8307.363,-158.188,21.3917
TC8604_006_7,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L1D1,6,"leeward, pelagic",21.315000000,-158.15300000000,NA,NA,dd,6/25/1986,6,25,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,20,30,80,32,TC8604_6,32,499.3,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.91233,34.8215,25.91233,25.91233,,,,467,21.315,-158.153,-482.303,-342.265,3297.482,Oahu,-158.123,21.32446,1816.278,-158.138,21.32397
TC8604_006_8,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L1D1,6,"leeward, pelagic",21.315000000,-158.15300000000,NA,NA,dd,6/25/1986,6,25,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,20,20,80,1,TC8604_6,1,509.3,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.9508,34.81917,25.9508,25.9508,,,,464,21.315,-158.153,-482.303,-342.265,3297.482,Oahu,-158.123,21.32446,1816.278,-158.138,21.32397
TC8604_006_9,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L1D1,6,"leeward, pelagic",21.315000000,-158.15300000000,NA,NA,dd,6/25/1986,6,25,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,0,10,80,5,TC8604_6,5,522.4,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.9959,34.822,25.9959,25.9959,,,,398,21.315,-158.153,-482.303,-342.265,3297.482,Oahu,-158.123,21.32446,1816.278,-158.138,21.32397
TC8604_008_8,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L1N1,8,"leeward, pelagic",21.313330000,-158.15300000000,NA,NA,dd,6/25/1986,6,25,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,night,0,10,80,1,TC8604_8,1,509.5,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.83016,34.82206,25.83016,25.83016,,,,1266,21.31333,-158.153,-501.552,-508.711,3360.828,Oahu,-158.123,21.32446,1923.719,-158.138,21.32397
TC8604_012_9,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,L15D1,12,"leeward, pelagic",21.330000000,-158.40700000000,NA,NA,dd,6/26/1986,6,26,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,0,20,200,1,TC8604_12,1,521.9,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,6.4,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,26.21425,34.74686,26.21425,26.21425,,,,152,21.33,-158.407,-2510.11,-2395.15,24562.17,Oahu,-158.215,21.45968,23429.32,-158.192,21.39516
TC8604_032_8,inPort,06/02/2021,InPort,NA,government non-fisheries report,English,whole text,Boehlert and Mundy 1996,ID: 8791,"Larval Fish Identification from Cruises at Oahu, TC-85-04, TC-85-05, TC-86-02, TC-86-04",larv,none,1,Main Hawaiian Islands,Oahu,W2D1,32,"windward, pelagic",21.526670000,-157.79200000000,NA,NA,dd,6/29/1986,6,29,1986,24 June-2 July 1986,R/V Thomson Cromwell,TC8604,MOCNESS,333,1,,,75,cm/s,12,,0.54, 333micron mesh,,day,0,10,80,1,TC8604_32,1,540,whole,PIFSC,Mundy,Mundy,PIFSC,6,NA,3.4,SL,NA,NA,3.4,3.64,NA,NA,NA,NA,NA,1,NA,NA,PICDR-113141,same_as_mocness,same_as_mocness,dd,same_as_mocness,NA,25.53216,34.97545,25.53216,25.53216,,,,623,21.52667,-157.792,-115.289,-171.035,4382.636,Oahu,-157.834,21.52643,1818.588,-157.808,21.52052
Townsend Cromwell_32_1_1159,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,1,pelagic,21.300000000,-158.20000000000,,,dd,7/12/1967,7,12,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1159,,day,19,38,38,0,Townsend Cromwell_7/12/1967_1_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/12/1967,,,34.98,26.3,26.8,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_10_1154,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,10,pelagic,21.300000000,-158.20000000000,,,dd,7/15/1967,7,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1154,,day,85,123,123,0,Townsend Cromwell_7/15/1967_10_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/15/1967,,,34.88,23.8,26.8,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_11_1950,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,11,pelagic,21.400000000,-158.20000000000,,,dd,7/15/1967,7,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1950,,night,15,20,20,0,Townsend Cromwell_7/15/1967_11_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.400000000,-158.20000000000,dd,7/15/1967,,,34.88,26.5,26.6,,,,,21.4,-158.2,-46.7207,-71.3739,2328.356,Oahu,-158.178,21.40559,751.3388,-158.193,21.40154
Townsend Cromwell_32_12_403,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,12,pelagic,21.300000000,-158.20000000000,,,dd,7/16/1967,7,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,403,,night,76,94,94,0,Townsend Cromwell_7/16/1967_12_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/16/1967,,,34.9,25.2,26.5,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_13_1154,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,13,pelagic,21.300000000,-158.20000000000,,,dd,7/16/1967,7,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1154,,day,15,22,22,0,Townsend Cromwell_7/16/1967_13_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/16/1967,,,34.9,26.6,26.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_14_1953,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,14,pelagic,21.300000000,-158.20000000000,,,dd,7/16/1967,7,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1953,,night,82,109,109,0,Townsend Cromwell_7/16/1967_14_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/16/1967,,,34.9,24.2,27.2,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_15_352,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,15,pelagic,21.300000000,-158.20000000000,,,dd,7/17/1967,7,17,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,352,,night,16,30,30,0,Townsend Cromwell_7/17/1967_15_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/17/1967,,,34.88,26.6,26.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_16_1155,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,16,pelagic,21.300000000,-158.20000000000,,,dd,7/19/1967,7,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1155,,day,87,114,114,0,Townsend Cromwell_7/19/1967_16_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/19/1967,,,34.82,22.8,26.8,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_17_1946,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,17,pelagic,21.300000000,-158.20000000000,,,dd,7/19/1967,7,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1946,,night,17,26,26,0,Townsend Cromwell_7/19/1967_17_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/19/1967,,,34.81,26.8,27,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_18_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,18,pelagic,21.300000000,-158.20000000000,,,dd,7/20/1967,7,20,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,99,113,113,0,Townsend Cromwell_7/20/1967_18_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/20/1967,,,34.83,23.9,26.9,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_19_1944,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,19,pelagic,20.900000000,-158.50000000000,,,dd,7/20/1967,7,20,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1944,,night,15,20,20,0,Townsend Cromwell_7/20/1967_19_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.50000000000,dd,7/20/1967,,,34.89,27.0,27.5,,,,,20.9,-158.5,-4476.73,-4484.51,59919.68,Oahu,-158.111,21.29932,58404.88,-158.109,21.27882
Townsend Cromwell_32_2_1953,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,2,pelagic,21.300000000,-158.20000000000,,,dd,7/12/1967,7,12,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1953,,night,65,110,110,0,Townsend Cromwell_7/12/1967_2_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/12/1967,,,34.85,23.9,27,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_20_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,20,pelagic,21.000000000,-158.40000000000,,,dd,7/21/1967,7,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,88,110,110,0,Townsend Cromwell_7/21/1967_20_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,7/21/1967,,,34.86,23.4,27,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_21_1142,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,21,pelagic,21.000000000,-158.40000000000,,,dd,7/21/1967,7,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1142,,day,13,29,29,0,Townsend Cromwell_7/21/1967_21_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.40000000000,dd,7/21/1967,,,34.86,26.7,27,,,,,21,-158.4,-2894.48,-2931.95,44731.22,Oahu,-158.111,21.29932,43216.56,-158.109,21.27882
Townsend Cromwell_32_22_1952,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,22,pelagic,21.000000000,-158.50000000000,,,dd,7/21/1967,7,21,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1952,,night,67,118,118,0,Townsend Cromwell_7/21/1967_22_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.50000000000,dd,7/21/1967,,,34.83,23.9,27,,,,,21,-158.5,-3957.8,-3968.85,52276.59,Oahu,-158.111,21.29932,50917.97,-158.12,21.29045
Townsend Cromwell_32_23_403,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,23,pelagic,21.000000000,-158.50000000000,,,dd,7/22/1967,7,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,403,,night,17,25,25,0,Townsend Cromwell_7/22/1967_23_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.000000000,-158.50000000000,dd,7/22/1967,,,34.87,26.5,26.7,,,,,21,-158.5,-3957.8,-3968.85,52276.59,Oahu,-158.111,21.29932,50917.97,-158.12,21.29045
Townsend Cromwell_32_24_1151,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,24,pelagic,20.900000000,-158.50000000000,,,dd,7/22/1967,7,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1151,,day,86,115,115,0,Townsend Cromwell_7/22/1967_24_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.50000000000,dd,7/22/1967,,,34.86,24.4,26.9,,,,,20.9,-158.5,-4476.73,-4484.51,59919.68,Oahu,-158.111,21.29932,58404.88,-158.109,21.27882
Townsend Cromwell_32_25_1942,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,25,pelagic,20.900000000,-158.40000000000,,,dd,7/22/1967,7,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1942,,night,14,25,25,0,Townsend Cromwell_7/22/1967_25_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-158.40000000000,dd,7/22/1967,,,34.87,26.7,26.9,,,,,20.9,-158.4,-3808.93,-3823.19,53437.61,Oahu,-158.107,21.29688,51669.1,-158.106,21.27637
